index	SUBID_tissue	SUBJID
752	GTEX-1211K_Breast	GTEX-1211K
753	GTEX-1211K_Muscle	GTEX-1211K
754	GTEX-1211K_Nerve	GTEX-1211K
755	GTEX-12126_Blood	GTEX-12126
756	GTEX-12126_Skin	GTEX-12126
757	GTEX-12126_Brain	GTEX-12126
758	GTEX-12126_Adipose_Tissue	GTEX-12126
759	GTEX-12126_Muscle	GTEX-12126
760	GTEX-12126_Nerve	GTEX-12126
761	GTEX-12126_Blood_Vessel	GTEX-12126
762	GTEX-12126_Pituitary	GTEX-12126
763	GTEX-1212Z_Blood	GTEX-1212Z
764	GTEX-1212Z_Skin	GTEX-1212Z
765	GTEX-1212Z_Brain	GTEX-1212Z
766	GTEX-1212Z_Liver	GTEX-1212Z
767	GTEX-1212Z_Testis	GTEX-1212Z
768	GTEX-1212Z_Thyroid	GTEX-1212Z
769	GTEX-1212Z_Adipose_Tissue	GTEX-1212Z
770	GTEX-1212Z_Heart	GTEX-1212Z
771	GTEX-1212Z_Blood_Vessel	GTEX-1212Z
772	GTEX-1212Z_Lung	GTEX-1212Z
773	GTEX-1212Z_Colon	GTEX-1212Z
774	GTEX-1212Z_Esophagus	GTEX-1212Z
775	GTEX-1212Z_Muscle	GTEX-1212Z
776	GTEX-1212Z_Nerve	GTEX-1212Z
777	GTEX-1212Z_Pituitary	GTEX-1212Z
778	GTEX-12584_Blood	GTEX-12584
779	GTEX-12584_Skin	GTEX-12584
780	GTEX-12584_Brain	GTEX-12584
781	GTEX-12584_Adipose_Tissue	GTEX-12584
782	GTEX-12584_Nerve	GTEX-12584
783	GTEX-12584_Blood_Vessel	GTEX-12584
784	GTEX-12584_Muscle	GTEX-12584
785	GTEX-12584_Thyroid	GTEX-12584
786	GTEX-12584_Heart	GTEX-12584
787	GTEX-12584_Lung	GTEX-12584
788	GTEX-12584_Pituitary	GTEX-12584
789	GTEX-12696_Blood	GTEX-12696
790	GTEX-12696_Skin	GTEX-12696
791	GTEX-12696_Testis	GTEX-12696
792	GTEX-12696_Thyroid	GTEX-12696
793	GTEX-12696_Blood_Vessel	GTEX-12696
794	GTEX-12696_Adrenal_Gland	GTEX-12696
795	GTEX-12696_Liver	GTEX-12696
796	GTEX-12696_Lung	GTEX-12696
797	GTEX-12696_Heart	GTEX-12696
798	GTEX-12696_Esophagus	GTEX-12696
799	GTEX-12696_Stomach	GTEX-12696
800	GTEX-12696_Adipose_Tissue	GTEX-12696
801	GTEX-12696_Colon	GTEX-12696
802	GTEX-12696_Prostate	GTEX-12696
803	GTEX-12696_Nerve	GTEX-12696
804	GTEX-12696_Muscle	GTEX-12696
805	GTEX-12696_Pituitary	GTEX-12696
806	GTEX-1269C_Blood	GTEX-1269C
807	GTEX-1269C_Skin	GTEX-1269C
808	GTEX-1269C_Thyroid	GTEX-1269C
809	GTEX-1269C_Liver	GTEX-1269C
810	GTEX-1269C_Heart	GTEX-1269C
811	GTEX-1269C_Lung	GTEX-1269C
812	GTEX-1269C_Esophagus	GTEX-1269C
813	GTEX-1269C_Ovary	GTEX-1269C
814	GTEX-1269C_Breast	GTEX-1269C
815	GTEX-1269C_Muscle	GTEX-1269C
816	GTEX-1269C_Adipose_Tissue	GTEX-1269C
817	GTEX-1269C_Blood_Vessel	GTEX-1269C
818	GTEX-1269C_Brain	GTEX-1269C
819	GTEX-1269C_Pituitary	GTEX-1269C
820	GTEX-12BJ1_Blood	GTEX-12BJ1
821	GTEX-12BJ1_Skin	GTEX-12BJ1
822	GTEX-12BJ1_Heart	GTEX-12BJ1
823	GTEX-12BJ1_Thyroid	GTEX-12BJ1
824	GTEX-12BJ1_Adrenal_Gland	GTEX-12BJ1
825	GTEX-12BJ1_Spleen	GTEX-12BJ1
826	GTEX-12BJ1_Adipose_Tissue	GTEX-12BJ1
827	GTEX-12BJ1_Lung	GTEX-12BJ1
828	GTEX-12BJ1_Pancreas	GTEX-12BJ1
829	GTEX-12BJ1_Prostate	GTEX-12BJ1
830	GTEX-12BJ1_Testis	GTEX-12BJ1
831	GTEX-12BJ1_Esophagus	GTEX-12BJ1
832	GTEX-12BJ1_Stomach	GTEX-12BJ1
833	GTEX-12BJ1_Breast	GTEX-12BJ1
834	GTEX-12BJ1_Small_Intestine	GTEX-12BJ1
835	GTEX-12BJ1_Colon	GTEX-12BJ1
836	GTEX-12BJ1_Salivary_Gland	GTEX-12BJ1
837	GTEX-12BJ1_Muscle	GTEX-12BJ1
838	GTEX-12BJ1_Nerve	GTEX-12BJ1
839	GTEX-12BJ1_Blood_Vessel	GTEX-12BJ1
851	GTEX-12KS4_Blood	GTEX-12KS4
852	GTEX-12KS4_Skin	GTEX-12KS4
853	GTEX-12KS4_Breast	GTEX-12KS4
854	GTEX-12KS4_Adipose_Tissue	GTEX-12KS4
855	GTEX-12KS4_Blood_Vessel	GTEX-12KS4
856	GTEX-12KS4_Lung	GTEX-12KS4
857	GTEX-12KS4_Muscle	GTEX-12KS4
858	GTEX-12KS4_Esophagus	GTEX-12KS4
859	GTEX-12KS4_Nerve	GTEX-12KS4
860	GTEX-12KS4_Liver	GTEX-12KS4
861	GTEX-12KS4_Colon	GTEX-12KS4
862	GTEX-12WSA_Skin	GTEX-12WSA
863	GTEX-12WSA_Brain	GTEX-12WSA
864	GTEX-12WSA_Adipose_Tissue	GTEX-12WSA
865	GTEX-12WSA_Muscle	GTEX-12WSA
866	GTEX-12WSA_Lung	GTEX-12WSA
867	GTEX-12WSA_Heart	GTEX-12WSA
868	GTEX-12WSA_Esophagus	GTEX-12WSA
869	GTEX-12WSC_Blood	GTEX-12WSC
870	GTEX-12WSC_Skin	GTEX-12WSC
871	GTEX-12WSC_Brain	GTEX-12WSC
872	GTEX-12WSC_Adipose_Tissue	GTEX-12WSC
873	GTEX-12WSC_Muscle	GTEX-12WSC
874	GTEX-12WSC_Blood_Vessel	GTEX-12WSC
875	GTEX-12WSC_Thyroid	GTEX-12WSC
876	GTEX-12WSC_Heart	GTEX-12WSC
877	GTEX-12WSC_Pituitary	GTEX-12WSC
878	GTEX-12WSD_Blood	GTEX-12WSD
879	GTEX-12WSD_Skin	GTEX-12WSD
880	GTEX-12WSD_Brain	GTEX-12WSD
881	GTEX-12WSD_Adipose_Tissue	GTEX-12WSD
882	GTEX-12WSD_Nerve	GTEX-12WSD
883	GTEX-12WSD_Muscle	GTEX-12WSD
884	GTEX-12WSD_Lung	GTEX-12WSD
885	GTEX-12WSD_Thyroid	GTEX-12WSD
886	GTEX-12WSD_Blood_Vessel	GTEX-12WSD
887	GTEX-12WSD_Heart	GTEX-12WSD
888	GTEX-12WSD_Liver	GTEX-12WSD
889	GTEX-12WSD_Pancreas	GTEX-12WSD
890	GTEX-12WSD_Spleen	GTEX-12WSD
891	GTEX-12WSD_Esophagus	GTEX-12WSD
892	GTEX-12WSD_Adrenal_Gland	GTEX-12WSD
893	GTEX-12WSD_Stomach	GTEX-12WSD
894	GTEX-12WSD_Colon	GTEX-12WSD
895	GTEX-12WSD_Ovary	GTEX-12WSD
896	GTEX-12WSD_Uterus	GTEX-12WSD
897	GTEX-12WSD_Vagina	GTEX-12WSD
898	GTEX-12WSD_Pituitary	GTEX-12WSD
899	GTEX-12WSE_Blood	GTEX-12WSE
900	GTEX-12WSE_Skin	GTEX-12WSE
901	GTEX-12WSE_Brain	GTEX-12WSE
902	GTEX-12WSE_Lung	GTEX-12WSE
903	GTEX-12WSE_Heart	GTEX-12WSE
904	GTEX-12WSE_Blood_Vessel	GTEX-12WSE
905	GTEX-12WSE_Thyroid	GTEX-12WSE
906	GTEX-12WSE_Pituitary	GTEX-12WSE
907	GTEX-12WSF_Blood	GTEX-12WSF
908	GTEX-12WSF_Skin	GTEX-12WSF
909	GTEX-12WSF_Brain	GTEX-12WSF
910	GTEX-12WSF_Nerve	GTEX-12WSF
911	GTEX-12WSF_Muscle	GTEX-12WSF
912	GTEX-12WSF_Adipose_Tissue	GTEX-12WSF
913	GTEX-12WSF_Pituitary	GTEX-12WSF
931	GTEX-12WSH_Blood	GTEX-12WSH
932	GTEX-12WSH_Skin	GTEX-12WSH
933	GTEX-12WSH_Brain	GTEX-12WSH
934	GTEX-12WSH_Lung	GTEX-12WSH
935	GTEX-12WSH_Thyroid	GTEX-12WSH
936	GTEX-12WSH_Testis	GTEX-12WSH
937	GTEX-12WSH_Muscle	GTEX-12WSH
938	GTEX-12WSH_Blood_Vessel	GTEX-12WSH
939	GTEX-12WSH_Pituitary	GTEX-12WSH
940	GTEX-12WSI_Blood	GTEX-12WSI
941	GTEX-12WSI_Skin	GTEX-12WSI
942	GTEX-12WSI_Brain	GTEX-12WSI
943	GTEX-12WSI_Liver	GTEX-12WSI
944	GTEX-12WSI_Heart	GTEX-12WSI
945	GTEX-12WSI_Lung	GTEX-12WSI
946	GTEX-12WSI_Adipose_Tissue	GTEX-12WSI
947	GTEX-12WSI_Testis	GTEX-12WSI
948	GTEX-12WSJ_Blood	GTEX-12WSJ
949	GTEX-12WSJ_Skin	GTEX-12WSJ
950	GTEX-12WSJ_Adrenal_Gland	GTEX-12WSJ
951	GTEX-12WSJ_Lung	GTEX-12WSJ
952	GTEX-12WSJ_Thyroid	GTEX-12WSJ
953	GTEX-12WSJ_Spleen	GTEX-12WSJ
954	GTEX-12WSJ_Esophagus	GTEX-12WSJ
955	GTEX-12WSJ_Stomach	GTEX-12WSJ
956	GTEX-12WSJ_Ovary	GTEX-12WSJ
957	GTEX-12WSJ_Vagina	GTEX-12WSJ
958	GTEX-12WSJ_Colon	GTEX-12WSJ
959	GTEX-12WSJ_Muscle	GTEX-12WSJ
960	GTEX-12WSK_Blood	GTEX-12WSK
961	GTEX-12WSK_Skin	GTEX-12WSK
962	GTEX-12WSK_Spleen	GTEX-12WSK
963	GTEX-12WSK_Pancreas	GTEX-12WSK
964	GTEX-12WSK_Adrenal_Gland	GTEX-12WSK
965	GTEX-12WSK_Blood_Vessel	GTEX-12WSK
966	GTEX-12WSK_Heart	GTEX-12WSK
967	GTEX-12WSK_Lung	GTEX-12WSK
968	GTEX-12WSK_Thyroid	GTEX-12WSK
969	GTEX-12WSK_Adipose_Tissue	GTEX-12WSK
970	GTEX-12WSK_Esophagus	GTEX-12WSK
971	GTEX-12WSK_Stomach	GTEX-12WSK
972	GTEX-12WSK_Small_Intestine	GTEX-12WSK
973	GTEX-12WSK_Ovary	GTEX-12WSK
974	GTEX-12WSK_Uterus	GTEX-12WSK
975	GTEX-12WSK_Breast	GTEX-12WSK
976	GTEX-12WSK_Nerve	GTEX-12WSK
977	GTEX-12WSL_Blood	GTEX-12WSL
978	GTEX-12WSL_Skin	GTEX-12WSL
979	GTEX-12WSL_Liver	GTEX-12WSL
980	GTEX-12WSL_Adrenal_Gland	GTEX-12WSL
981	GTEX-12WSL_Pancreas	GTEX-12WSL
982	GTEX-12WSL_Thyroid	GTEX-12WSL
983	GTEX-12WSL_Blood_Vessel	GTEX-12WSL
984	GTEX-12WSL_Lung	GTEX-12WSL
985	GTEX-12WSL_Adipose_Tissue	GTEX-12WSL
986	GTEX-12WSL_Esophagus	GTEX-12WSL
987	GTEX-12WSL_Colon	GTEX-12WSL
988	GTEX-12WSL_Salivary_Gland	GTEX-12WSL
989	GTEX-12WSL_Testis	GTEX-12WSL
990	GTEX-12WSL_Muscle	GTEX-12WSL
991	GTEX-12WSL_Nerve	GTEX-12WSL
992	GTEX-12WSM_Blood	GTEX-12WSM
993	GTEX-12WSM_Skin	GTEX-12WSM
994	GTEX-12WSM_Brain	GTEX-12WSM
995	GTEX-12WSM_Adipose_Tissue	GTEX-12WSM
996	GTEX-12WSM_Muscle	GTEX-12WSM
997	GTEX-12WSM_Nerve	GTEX-12WSM
998	GTEX-12WSM_Blood_Vessel	GTEX-12WSM
999	GTEX-12WSM_Liver	GTEX-12WSM
1000	GTEX-12WSM_Testis	GTEX-12WSM
1001	GTEX-12WSM_Colon	GTEX-12WSM
1002	GTEX-12WSM_Breast	GTEX-12WSM
1003	GTEX-12WSM_Salivary_Gland	GTEX-12WSM
1004	GTEX-12WSM_Pituitary	GTEX-12WSM
1005	GTEX-12WSN_Blood	GTEX-12WSN
1006	GTEX-12WSN_Skin	GTEX-12WSN
1007	GTEX-12WSN_Spleen	GTEX-12WSN
1008	GTEX-12WSN_Heart	GTEX-12WSN
1009	GTEX-12WSN_Blood_Vessel	GTEX-12WSN
1010	GTEX-12WSN_Thyroid	GTEX-12WSN
1011	GTEX-12WSN_Pancreas	GTEX-12WSN
1012	GTEX-12WSN_Adrenal_Gland	GTEX-12WSN
1013	GTEX-12WSN_Breast	GTEX-12WSN
1014	GTEX-12WSN_Esophagus	GTEX-12WSN
1015	GTEX-12WSN_Salivary_Gland	GTEX-12WSN
1016	GTEX-12WSN_Muscle	GTEX-12WSN
1017	GTEX-12WSN_Lung	GTEX-12WSN
1018	GTEX-12WSN_Prostate	GTEX-12WSN
1019	GTEX-12ZZW_Blood	GTEX-12ZZW
1020	GTEX-12ZZW_Skin	GTEX-12ZZW
1021	GTEX-12ZZW_Brain	GTEX-12ZZW
1022	GTEX-12ZZW_Blood_Vessel	GTEX-12ZZW
1023	GTEX-12ZZW_Lung	GTEX-12ZZW
1024	GTEX-12ZZW_Heart	GTEX-12ZZW
1025	GTEX-12ZZW_Esophagus	GTEX-12ZZW
1026	GTEX-12ZZW_Adipose_Tissue	GTEX-12ZZW
1027	GTEX-12ZZW_Colon	GTEX-12ZZW
1028	GTEX-12ZZW_Pituitary	GTEX-12ZZW
1058	GTEX-12ZZZ_Skin	GTEX-12ZZZ
1059	GTEX-12ZZZ_Brain	GTEX-12ZZZ
1060	GTEX-12ZZZ_Muscle	GTEX-12ZZZ
1061	GTEX-12ZZZ_Adipose_Tissue	GTEX-12ZZZ
1062	GTEX-12ZZZ_Adrenal_Gland	GTEX-12ZZZ
1063	GTEX-12ZZZ_Thyroid	GTEX-12ZZZ
1064	GTEX-12ZZZ_Liver	GTEX-12ZZZ
1065	GTEX-12ZZZ_Heart	GTEX-12ZZZ
1066	GTEX-12ZZZ_Prostate	GTEX-12ZZZ
1067	GTEX-12ZZZ_Colon	GTEX-12ZZZ
1068	GTEX-13111_Blood	GTEX-13111
1069	GTEX-13111_Skin	GTEX-13111
1070	GTEX-13111_Spleen	GTEX-13111
1071	GTEX-13111_Thyroid	GTEX-13111
1072	GTEX-13111_Adrenal_Gland	GTEX-13111
1073	GTEX-13111_Lung	GTEX-13111
1074	GTEX-13111_Blood_Vessel	GTEX-13111
1075	GTEX-13111_Adipose_Tissue	GTEX-13111
1076	GTEX-13111_Colon	GTEX-13111
1077	GTEX-13111_Esophagus	GTEX-13111
1078	GTEX-13111_Stomach	GTEX-13111
1079	GTEX-13111_Prostate	GTEX-13111
1080	GTEX-13111_Small_Intestine	GTEX-13111
1081	GTEX-13111_Testis	GTEX-13111
1082	GTEX-13111_Nerve	GTEX-13111
1083	GTEX-13111_Muscle	GTEX-13111
1084	GTEX-13111_Salivary_Gland	GTEX-13111
1094	GTEX-13113_Blood	GTEX-13113
1095	GTEX-13113_Skin	GTEX-13113
1096	GTEX-13113_Thyroid	GTEX-13113
1097	GTEX-13113_Blood_Vessel	GTEX-13113
1098	GTEX-13113_Esophagus	GTEX-13113
1099	GTEX-13113_Stomach	GTEX-13113
1100	GTEX-13113_Adipose_Tissue	GTEX-13113
1101	GTEX-13113_Small_Intestine	GTEX-13113
1102	GTEX-13113_Liver	GTEX-13113
1103	GTEX-13113_Colon	GTEX-13113
1104	GTEX-13113_Salivary_Gland	GTEX-13113
1105	GTEX-13113_Nerve	GTEX-13113
1106	GTEX-13113_Lung	GTEX-13113
1107	GTEX-13113_Breast	GTEX-13113
1108	GTEX-13113_Muscle	GTEX-13113
1132	GTEX-131XE_Blood	GTEX-131XE
1133	GTEX-131XE_Thyroid	GTEX-131XE
1134	GTEX-131XE_Liver	GTEX-131XE
1135	GTEX-131XE_Testis	GTEX-131XE
1136	GTEX-131XE_Heart	GTEX-131XE
1137	GTEX-131XE_Lung	GTEX-131XE
1138	GTEX-131XE_Colon	GTEX-131XE
1139	GTEX-131XE_Small_Intestine	GTEX-131XE
1140	GTEX-131XE_Spleen	GTEX-131XE
1141	GTEX-131XE_Esophagus	GTEX-131XE
1142	GTEX-131XE_Pancreas	GTEX-131XE
1143	GTEX-131XE_Adipose_Tissue	GTEX-131XE
1144	GTEX-131XE_Stomach	GTEX-131XE
1145	GTEX-131XE_Skin	GTEX-131XE
1146	GTEX-131XE_Nerve	GTEX-131XE
1147	GTEX-131XE_Blood_Vessel	GTEX-131XE
1148	GTEX-131XE_Muscle	GTEX-131XE
1149	GTEX-131XF_Blood	GTEX-131XF
1150	GTEX-131XF_Skin	GTEX-131XF
1151	GTEX-131XF_Adrenal_Gland	GTEX-131XF
1152	GTEX-131XF_Heart	GTEX-131XF
1153	GTEX-131XF_Blood_Vessel	GTEX-131XF
1154	GTEX-131XF_Adipose_Tissue	GTEX-131XF
1155	GTEX-131XF_Esophagus	GTEX-131XF
1156	GTEX-131XF_Lung	GTEX-131XF
1157	GTEX-131XF_Stomach	GTEX-131XF
1158	GTEX-131XF_Small_Intestine	GTEX-131XF
1159	GTEX-131XF_Pancreas	GTEX-131XF
1160	GTEX-131XF_Thyroid	GTEX-131XF
1161	GTEX-131XF_Muscle	GTEX-131XF
1162	GTEX-131XF_Nerve	GTEX-131XF
1163	GTEX-131XF_Salivary_Gland	GTEX-131XF
1164	GTEX-131XF_Prostate	GTEX-131XF
1165	GTEX-131XG_Blood	GTEX-131XG
1166	GTEX-131XG_Skin	GTEX-131XG
1167	GTEX-131XG_Adipose_Tissue	GTEX-131XG
1168	GTEX-131XG_Thyroid	GTEX-131XG
1169	GTEX-131XG_Spleen	GTEX-131XG
1170	GTEX-131XG_Heart	GTEX-131XG
1171	GTEX-131XG_Blood_Vessel	GTEX-131XG
1172	GTEX-131XG_Esophagus	GTEX-131XG
1173	GTEX-131XG_Stomach	GTEX-131XG
1174	GTEX-131XG_Adrenal_Gland	GTEX-131XG
1175	GTEX-131XG_Pancreas	GTEX-131XG
1176	GTEX-131XG_Colon	GTEX-131XG
1177	GTEX-131XG_Small_Intestine	GTEX-131XG
1178	GTEX-131XG_Ovary	GTEX-131XG
1179	GTEX-131XG_Uterus	GTEX-131XG
1180	GTEX-131XG_Vagina	GTEX-131XG
1181	GTEX-131XG_Muscle	GTEX-131XG
1182	GTEX-131XG_Nerve	GTEX-131XG
1183	GTEX-131XH_Blood	GTEX-131XH
1184	GTEX-131XH_Skin	GTEX-131XH
1185	GTEX-131XH_Brain	GTEX-131XH
1186	GTEX-131XH_Heart	GTEX-131XH
1187	GTEX-131XH_Lung	GTEX-131XH
1188	GTEX-131XH_Thyroid	GTEX-131XH
1189	GTEX-131XH_Liver	GTEX-131XH
1190	GTEX-131XH_Adipose_Tissue	GTEX-131XH
1191	GTEX-131XH_Blood_Vessel	GTEX-131XH
1192	GTEX-131XH_Nerve	GTEX-131XH
1193	GTEX-131XH_Salivary_Gland	GTEX-131XH
1194	GTEX-131XH_Muscle	GTEX-131XH
1195	GTEX-131XW_Blood	GTEX-131XW
1196	GTEX-131XW_Skin	GTEX-131XW
1197	GTEX-131XW_Brain	GTEX-131XW
1198	GTEX-131XW_Nerve	GTEX-131XW
1199	GTEX-131XW_Blood_Vessel	GTEX-131XW
1200	GTEX-131XW_Muscle	GTEX-131XW
1201	GTEX-131XW_Adipose_Tissue	GTEX-131XW
1202	GTEX-131XW_Breast	GTEX-131XW
1203	GTEX-131XW_Lung	GTEX-131XW
1204	GTEX-131XW_Pituitary	GTEX-131XW
1224	GTEX-132AR_Blood	GTEX-132AR
1225	GTEX-132AR_Skin	GTEX-132AR
1226	GTEX-132AR_Adipose_Tissue	GTEX-132AR
1227	GTEX-132AR_Liver	GTEX-132AR
1228	GTEX-132AR_Blood_Vessel	GTEX-132AR
1229	GTEX-132AR_Breast	GTEX-132AR
1230	GTEX-132AR_Muscle	GTEX-132AR
1231	GTEX-132AR_Thyroid	GTEX-132AR
1232	GTEX-132AR_Ovary	GTEX-132AR
1233	GTEX-132AR_Uterus	GTEX-132AR
1234	GTEX-132AR_Adrenal_Gland	GTEX-132AR
1235	GTEX-132AR_Pancreas	GTEX-132AR
1236	GTEX-132AR_Heart	GTEX-132AR
1237	GTEX-132AR_Esophagus	GTEX-132AR
1238	GTEX-132AR_Stomach	GTEX-132AR
1239	GTEX-132AR_Colon	GTEX-132AR
1240	GTEX-132NY_Blood	GTEX-132NY
1241	GTEX-132NY_Skin	GTEX-132NY
1242	GTEX-132NY_Nerve	GTEX-132NY
1243	GTEX-132NY_Blood_Vessel	GTEX-132NY
1244	GTEX-132NY_Muscle	GTEX-132NY
1245	GTEX-132NY_Breast	GTEX-132NY
1246	GTEX-132NY_Liver	GTEX-132NY
1247	GTEX-132NY_Thyroid	GTEX-132NY
1248	GTEX-132NY_Adipose_Tissue	GTEX-132NY
1249	GTEX-132NY_Lung	GTEX-132NY
1250	GTEX-132NY_Heart	GTEX-132NY
1251	GTEX-132NY_Esophagus	GTEX-132NY
1252	GTEX-132NY_Adrenal_Gland	GTEX-132NY
1253	GTEX-132NY_Colon	GTEX-132NY
1254	GTEX-132NY_Prostate	GTEX-132NY
1255	GTEX-132Q8_Blood	GTEX-132Q8
1256	GTEX-132Q8_Skin	GTEX-132Q8
1257	GTEX-132Q8_Brain	GTEX-132Q8
1258	GTEX-132Q8_Blood_Vessel	GTEX-132Q8
1259	GTEX-132Q8_Muscle	GTEX-132Q8
1260	GTEX-132Q8_Heart	GTEX-132Q8
1261	GTEX-132Q8_Breast	GTEX-132Q8
1262	GTEX-132Q8_Adipose_Tissue	GTEX-132Q8
1263	GTEX-132Q8_Esophagus	GTEX-132Q8
1264	GTEX-132QS_Blood	GTEX-132QS
1265	GTEX-132QS_Skin	GTEX-132QS
1266	GTEX-132QS_Adrenal_Gland	GTEX-132QS
1267	GTEX-132QS_Spleen	GTEX-132QS
1268	GTEX-132QS_Thyroid	GTEX-132QS
1269	GTEX-132QS_Heart	GTEX-132QS
1270	GTEX-132QS_Blood_Vessel	GTEX-132QS
1271	GTEX-132QS_Lung	GTEX-132QS
1272	GTEX-132QS_Adipose_Tissue	GTEX-132QS
1273	GTEX-132QS_Pancreas	GTEX-132QS
1274	GTEX-132QS_Prostate	GTEX-132QS
1275	GTEX-132QS_Testis	GTEX-132QS
1276	GTEX-132QS_Esophagus	GTEX-132QS
1277	GTEX-132QS_Stomach	GTEX-132QS
1278	GTEX-132QS_Nerve	GTEX-132QS
1279	GTEX-1339X_Blood	GTEX-1339X
1280	GTEX-1339X_Skin	GTEX-1339X
1281	GTEX-1339X_Heart	GTEX-1339X
1282	GTEX-1339X_Blood_Vessel	GTEX-1339X
1283	GTEX-1339X_Lung	GTEX-1339X
1284	GTEX-1339X_Adipose_Tissue	GTEX-1339X
1285	GTEX-1339X_Adrenal_Gland	GTEX-1339X
1286	GTEX-1339X_Pancreas	GTEX-1339X
1287	GTEX-1339X_Esophagus	GTEX-1339X
1288	GTEX-1339X_Stomach	GTEX-1339X
1289	GTEX-1339X_Colon	GTEX-1339X
1290	GTEX-1339X_Testis	GTEX-1339X
1291	GTEX-1339X_Salivary_Gland	GTEX-1339X
1292	GTEX-1339X_Muscle	GTEX-1339X
1293	GTEX-1339X_Nerve	GTEX-1339X
1294	GTEX-133LE_Skin	GTEX-133LE
1295	GTEX-133LE_Blood_Vessel	GTEX-133LE
1296	GTEX-133LE_Thyroid	GTEX-133LE
1297	GTEX-133LE_Lung	GTEX-133LE
1298	GTEX-133LE_Esophagus	GTEX-133LE
1299	GTEX-133LE_Adipose_Tissue	GTEX-133LE
1300	GTEX-133LE_Ovary	GTEX-133LE
1301	GTEX-133LE_Stomach	GTEX-133LE
1302	GTEX-133LE_Small_Intestine	GTEX-133LE
1303	GTEX-133LE_Colon	GTEX-133LE
1304	GTEX-133LE_Breast	GTEX-133LE
1305	GTEX-133LE_Muscle	GTEX-133LE
1306	GTEX-133LE_Nerve	GTEX-133LE
1307	GTEX-1399Q_Skin	GTEX-1399Q
1308	GTEX-1399Q_Esophagus	GTEX-1399Q
1309	GTEX-1399Q_Muscle	GTEX-1399Q
1310	GTEX-1399Q_Testis	GTEX-1399Q
1311	GTEX-1399R_Blood	GTEX-1399R
1312	GTEX-1399R_Skin	GTEX-1399R
1313	GTEX-1399R_Thyroid	GTEX-1399R
1314	GTEX-1399R_Spleen	GTEX-1399R
1315	GTEX-1399R_Adrenal_Gland	GTEX-1399R
1316	GTEX-1399R_Pancreas	GTEX-1399R
1317	GTEX-1399R_Prostate	GTEX-1399R
1318	GTEX-1399R_Blood_Vessel	GTEX-1399R
1319	GTEX-1399R_Esophagus	GTEX-1399R
1320	GTEX-1399R_Stomach	GTEX-1399R
1321	GTEX-1399R_Liver	GTEX-1399R
1322	GTEX-1399R_Testis	GTEX-1399R
1323	GTEX-1399R_Heart	GTEX-1399R
1324	GTEX-1399R_Small_Intestine	GTEX-1399R
1325	GTEX-1399R_Colon	GTEX-1399R
1326	GTEX-1399R_Nerve	GTEX-1399R
1327	GTEX-1399R_Muscle	GTEX-1399R
1328	GTEX-1399R_Adipose_Tissue	GTEX-1399R
1359	GTEX-1399U_Blood	GTEX-1399U
1360	GTEX-1399U_Skin	GTEX-1399U
1361	GTEX-1399U_Adrenal_Gland	GTEX-1399U
1362	GTEX-1399U_Thyroid	GTEX-1399U
1363	GTEX-1399U_Blood_Vessel	GTEX-1399U
1364	GTEX-1399U_Heart	GTEX-1399U
1365	GTEX-1399U_Lung	GTEX-1399U
1366	GTEX-1399U_Pancreas	GTEX-1399U
1367	GTEX-1399U_Esophagus	GTEX-1399U
1368	GTEX-1399U_Uterus	GTEX-1399U
1369	GTEX-1399U_Vagina	GTEX-1399U
1370	GTEX-1399U_Stomach	GTEX-1399U
1371	GTEX-1399U_Ovary	GTEX-1399U
1372	GTEX-1399U_Breast	GTEX-1399U
1373	GTEX-1399U_Colon	GTEX-1399U
1374	GTEX-1399U_Adipose_Tissue	GTEX-1399U
1375	GTEX-1399U_Small_Intestine	GTEX-1399U
1376	GTEX-1399U_Muscle	GTEX-1399U
1377	GTEX-1399U_Nerve	GTEX-1399U
1378	GTEX-139D8_Blood	GTEX-139D8
1379	GTEX-139D8_Skin	GTEX-139D8
1380	GTEX-139D8_Adipose_Tissue	GTEX-139D8
1381	GTEX-139D8_Muscle	GTEX-139D8
1382	GTEX-139D8_Blood_Vessel	GTEX-139D8
1383	GTEX-139D8_Esophagus	GTEX-139D8
1384	GTEX-139D8_Stomach	GTEX-139D8
1385	GTEX-139D8_Ovary	GTEX-139D8
1386	GTEX-139D8_Uterus	GTEX-139D8
1387	GTEX-139D8_Colon	GTEX-139D8
1388	GTEX-139T4_Skin	GTEX-139T4
1389	GTEX-139T4_Brain	GTEX-139T4
1390	GTEX-139T4_Adipose_Tissue	GTEX-139T4
1391	GTEX-139T4_Muscle	GTEX-139T4
1392	GTEX-139T4_Nerve	GTEX-139T4
1393	GTEX-139T4_Pituitary	GTEX-139T4
1394	GTEX-139T6_Blood	GTEX-139T6
1395	GTEX-139T6_Spleen	GTEX-139T6
1396	GTEX-139T6_Thyroid	GTEX-139T6
1397	GTEX-139T6_Lung	GTEX-139T6
1398	GTEX-139T6_Adipose_Tissue	GTEX-139T6
1399	GTEX-139T6_Esophagus	GTEX-139T6
1400	GTEX-139T6_Small_Intestine	GTEX-139T6
1401	GTEX-139T6_Testis	GTEX-139T6
1402	GTEX-139T6_Colon	GTEX-139T6
1403	GTEX-139T6_Prostate	GTEX-139T6
1404	GTEX-139T6_Breast	GTEX-139T6
1405	GTEX-139T6_Nerve	GTEX-139T6
1406	GTEX-139T6_Blood_Vessel	GTEX-139T6
